book	chapter	verse	syriac_text	transliteration
Hebrews	9	7	ܠܡܫܟܢܐ ܕܝܢ ܕܠܓܘ ܡܢܗ ܚܕܐ ܗܘ ܒܫܢܬܐ ܒܠܚܘܕܘܗܝ ܥܐܠ ܗܘܐ ܪܒܟܘܡܪܐ ܒܕܡܐ ܗܘ ܕܡܩܪܒ ܗܘܐ ܚܠܦ ܢܦܫܗ ܘܚܠܦ ܣܟܠܘܬܗ ܕܥܡܐ	LMCKN> DJN DLGW MNH XD> HW BCNT> BLXWDWHJ <>L HW> RBKWMR> BDM> HW DMQRB HW> XLP NPCH WXLP SKLWTH D<M>
Hebrews	9	8	ܒܗܕܐ ܕܝܢ ܡܘܕܥܐ ܗܘܬ ܪܘܚܐ ܕܩܘܕܫܐ ܕܠܐ ܐܬܓܠܝܬ ܥܕܟܝܠ ܐܘܪܚܐ ܕܩܕܝܫܐ ܟܡܐ ܙܒܢܐ ܕܐܝܬ ܗܘܐ ܩܝܡܐ ܠܡܫܟܢܐ ܩܕܡܝܐ	BHD> DJN MWD<> HWT RWX> DQWDC> DL> >TGLJT <DKJL >WRX> DQDJC> KM> ZBN> D>JT HW> QJM> LMCKN> QDMJ>
Hebrews	9	9	ܘܐܝܬܘܗܝ ܗܘܐ ܡܬܠܐ ܗܢܐ ܠܙܒܢܐ ܗܘ ܕܒܗ ܩܘܪܒܢܐ ܘܕܒܚܐ ܡܬܩܪܒܝܢ ܗܘܘ ܐܝܠܝܢ ܕܠܐ ܡܫܟܚܝܢ ܗܘܘ ܠܡܓܡܪ ܬܐܪܬܗ ܕܡܢ ܕܡܩܪܒ ܠܗܘܢ	W>JTWHJ HW> MTL> HN> LZBN> HW DBH QWRBN> WDBX> MTQRBJN HWW >JLJN DL> MCKXJN HWW LMGMR T>RTH DMN DMQRB LHWN
Hebrews	9	10	ܐܠܐ ܒܡܐܟܠܐ ܘܒܡܫܬܝܐ ܒܠܚܘܕ ܘܒܡܥܡܘܕܝܬܐ ܕܙܢܝܢ ܙܢܝܢ ܕܐܝܬܝܗܝܢ ܦܘܩܕܐ ܕܒܣܪܐ ܕܣܝܡܝܢ ܥܕܡܐ ܠܙܒܢܐ ܕܬܘܪܨܐ	>L> BM>KL> WBMCTJ> BLXWD WBM<MWDJT> DZNJN ZNJN D>JTJHJN PWQD> DBSR> DSJMJN <DM> LZBN> DTWRY>
Hebrews	9	11	ܡܫܝܚܐ ܕܝܢ ܕܐܬܐ ܗܘܐ ܪܒܟܘܡܪܐ ܕܛܒܬܐ ܕܣܥܪ ܘܥܠ ܠܡܫܟܢܐ ܪܒܐ ܘܡܫܠܡܢܐ ܕܠܐ ܥܒܝܕ ܒܐܝܕܝܐ ܘܠܐ ܗܘܐ ܡܢ ܗܠܝܢ ܒܪܝܬܐ	MCJX> DJN D>T> HW> RBKWMR> DVBT> DS<R W<L LMCKN> RB> WMCLMN> DL> <BJD B>JDJ> WL> HW> MN HLJN BRJT>
Hebrews	9	12	ܘܠܐ ܥܠ ܒܕܡܐ ܕܨܦܪܝܐ ܘܕܥܓܠܐ ܐܠܐ ܒܕܡܐ ܕܢܦܫܗ ܥܠ ܚܕܐ ܙܒܢ ܠܒܝܬ ܡܩܕܫܐ ܘܐܫܟܚ ܦܘܪܩܢܐ ܕܠܥܠܡ	WL> <L BDM> DYPRJ> WD<GL> >L> BDM> DNPCH <L XD> ZBN LBJT MQDC> W>CKX PWRQN> DL<LM
Hebrews	9	13	ܐܢ ܓܝܪ ܕܡܐ ܕܨܦܪܝܐ ܘܕܥܓܠܐ ܘܩܛܡܐ ܕܥܓܠܬܐ ܡܬܪܣܣ ܗܘܐ ܥܠ ܐܝܠܝܢ ܕܡܬܛܡܐܝܢ ܗܘܘ ܘܡܩܕܫ ܠܗܘܢ ܠܕܘܟܝܐ ܕܒܣܪܗܘܢ	>N GJR DM> DYPRJ> WD<GL> WQVM> D<GLT> MTRSS HW> <L >JLJN DMTVM>JN HWW WMQDC LHWN LDWKJ> DBSRHWN
Hebrews	9	14	ܟܡܐ ܗܟܝܠ ܝܬܝܪܐܝܬ ܕܡܗ ܕܡܫܝܚܐ ܕܒܪܘܚܐ ܕܠܥܠܡ ܢܦܫܗ ܩܪܒ ܕܠܐ ܡܘܡ ܠܐܠܗܐ ܢܕܟܐ ܬܐܪܬܢ ܡܢ ܥܒܕܐ ܡܝܬܐ ܕܢܫܡܫ ܠܐܠܗܐ ܚܝܐ	KM> HKJL JTJR>JT DMH DMCJX> DBRWX> DL<LM NPCH QRB DL> MWM L>LH> NDK> T>RTN MN <BD> MJT> DNCMC L>LH> XJ>
Hebrews	9	15	ܡܛܠ ܗܢܐ ܗܘ ܗܘܐ ܡܨܥܝܐ ܕܕܝܬܩܐ ܚܕܬܐ ܕܒܡܘܬܗ ܗܘ ܗܘܐ ܦܘܪܩܢܐ ܠܐܝܠܝܢ ܕܥܒܪܘ ܥܠ ܕܝܬܩܐ ܩܕܡܝܬܐ ܕܢܣܒܘܢ ܡܘܠܟܢܐ ܐܝܠܝܢ ܕܐܬܩܪܝܘ ܠܝܪܬܘܬܐ ܕܠܥܠܡ	MVL HN> HW HW> MY<J> DDJTQ> XDT> DBMWTH HW HW> PWRQN> L>JLJN D<BRW <L DJTQ> QDMJT> DNSBWN MWLKN> >JLJN D>TQRJW LJRTWT> DL<LM
Hebrews	9	16	ܐܝܟܐ ܓܝܪ ܕܐܝܬ ܕܝܬܩܐ ܡܘܬܐ ܗܘ ܡܚܘܝܐ ܕܗܘ ܕܥܒܕܗ	>JK> GJR D>JT DJTQ> MWT> HW MXWJ> DHW D<BDH
Hebrews	9	17	ܥܠ ܡܝܬܐ ܕܝܢ ܒܠܚܘܕ ܡܫܬܪܪܐ ܡܛܠ ܕܟܡܐ ܕܚܝ ܗܘ ܕܥܒܕܗ ܠܝܬ ܒܗ ܚܫܚܘ	<L MJT> DJN BLXWD MCTRR> MVL DKM> DXJ HW D<BDH LJT BH XCXW
Hebrews	9	18	ܡܛܠ ܗܢܐ ܐܦܠܐ ܩܕܡܝܬܐ ܕܠܐ ܕܡܐ ܐܫܬܪܪܬ	MVL HN> >PL> QDMJT> DL> DM> >CTRRT
Hebrews	9	19	ܟܕ ܐܬܦܩܕ ܓܝܪ ܟܠܗ ܦܘܩܕܢܐ ܡܢ ܡܘܫܐ ܠܥܡܐ ܟܠܗ ܒܢܡܘܣܐ ܢܣܒ ܗܘܐ ܡܘܫܐ ܕܡܐ ܕܥܓܠܬܐ ܘܡܝܐ ܒܥܡܪܐ ܕܙܚܘܪܝܬܐ ܘܙܘܦܐ ܘܪܣ ܥܠ ܣܦܪܐ ܘܥܠ ܥܡܐ ܟܠܗ	KD >TPQD GJR KLH PWQDN> MN MWC> L<M> KLH BNMWS> NSB HW> MWC> DM> D<GLT> WMJ> B<MR> DZXWRJT> WZWP> WRS <L SPR> W<L <M> KLH
Hebrews	9	20	ܘܐܡܪ ܠܗܘܢ ܗܢܐ ܗܘ ܕܡܐ ܕܕܝܬܩܐ ܗܝ ܕܐܬܦܩܕܬ ܠܟܘܢ ܡܢ ܐܠܗܐ	W>MR LHWN HN> HW DM> DDJTQ> HJ D>TPQDT LKWN MN >LH>
Hebrews	9	21	ܐܦ ܥܠ ܡܫܟܢܐ ܘܥܠ ܟܠܗܘܢ ܡܐܢܐ ܕܬܫܡܫܬܐ ܡܢܗ ܡܢ ܕܡܐ ܪܣ	>P <L MCKN> W<L KLHWN M>N> DTCMCT> MNH MN DM> RS
Hebrews	9	22	ܡܛܠ ܕܟܠܡܕܡ ܒܕܡܐ ܗܘ ܡܬܕܟܐ ܒܢܡܘܣܐ ܘܕܠܐ ܫܘܦܥ ܕܡܐ ܠܝܬ ܫܘܒܩܢܐ	MVL DKLMDM BDM> HW MTDK> BNMWS> WDL> CWP< DM> LJT CWBQN>
Hebrews	9	23	ܐܢܢܩܐ ܗܝ ܓܝܪ ܕܗܠܝܢ ܕܕܡܘܬܐ ܐܢܝܢ ܕܫܡܝܢܝܬܐ ܒܗܠܝܢ ܡܬܕܟܝܢ ܗܠܝܢ ܕܝܢ ܫܡܝܢܝܬܐ ܒܕܒܚܐ ܕܡܝܬܪܝܢ ܡܢ ܗܠܝܢ	>NNQ> HJ GJR DHLJN DDMWT> >NJN DCMJNJT> BHLJN MTDKJN HLJN DJN CMJNJT> BDBX> DMJTRJN MN HLJN
Hebrews	9	24	ܠܐ ܗܘܐ ܓܝܪ ܠܒܝܬ ܡܩܕܫܐ ܕܥܒܝܕ ܒܐܝܕܝܐ ܥܠ ܡܫܝܚܐ ܕܐܝܬܘܗܝ ܕܡܘܬܐ ܕܗܘ ܫܪܝܪܐ ܐܠܐ ܠܗ ܠܫܡܝܐ ܥܠ ܕܢܬܚܙܐ ܩܕܡ ܦܪܨܘܦܗ ܕܐܠܗܐ ܚܠܦܝܢ	L> HW> GJR LBJT MQDC> D<BJD B>JDJ> <L MCJX> D>JTWHJ DMWT> DHW CRJR> >L> LH LCMJ> <L DNTXZ> QDM PRYWPH D>LH> XLPJN
Hebrews	9	25	ܐܦܠܐ ܕܢܩܪܒ ܢܦܫܗ ܙܒܢܬܐ ܣܓܝܐܬܐ ܐܝܟ ܕܥܒܕ ܗܘܐ ܪܒ ܟܘܡܪܐ ܘܥܐܠ ܒܟܠ ܫܢܐ ܠܒܝܬ ܡܩܕܫܐ ܒܕܡܐ ܕܠܐ ܕܝܠܗ	>PL> DNQRB NPCH ZBNT> SGJ>T> >JK D<BD HW> RB KWMR> W<>L BKL CN> LBJT MQDC> BDM> DL> DJLH
Hebrews	9	26	ܘܐܢ ܠܐ ܚܝܒ ܗܘܐ ܕܙܒܢܬܐ ܣܓܝܐܬܐ ܢܚܫ ܡܢ ܫܘܪܝܗ ܕܥܠܡܐ ܗܫܐ ܕܝܢ ܒܚܪܬܗ ܕܥܠܡܐ ܚܕܐ ܗܘ ܙܒܢ ܩܪܒ ܢܦܫܗ ܒܕܒܝܚܘܬܗ ܕܢܒܛܠܝܗ ܠܚܛܝܬܐ	W>N L> XJB HW> DZBNT> SGJ>T> NXC MN CWRJH D<LM> HC> DJN BXRTH D<LM> XD> HW ZBN QRB NPCH BDBJXWTH DNBVLJH LXVJT>
Hebrews	9	27	ܘܐܝܟܢܐ ܕܣܝܡ ܠܒܢܝܢܫܐ ܕܚܕܐ ܙܒܢ ܢܡܘܬܘܢ ܘܡܢ ܒܬܪ ܡܘܬܗܘܢ ܕܝܢܐ	W>JKN> DSJM LBNJNC> DXD> ZBN NMWTWN WMN BTR MWTHWN DJN>
Hebrews	9	28	ܗܟܢܐ ܐܦ ܡܫܝܚܐ ܚܕܐ ܙܒܢ ܐܬܩܪܒ ܘܒܩܢܘܡܗ ܕܒܚ ܚܛܗܐ ܕܣܓܝܐܐ ܕܬܪܬܝܢ ܕܝܢ ܙܒܢܝܢ ܕܠܐ ܚܛܗܝܢ ܡܬܚܙܐ ܠܚܝܝܗܘܢ ܕܐܝܠܝܢ ܕܡܣܟܝܢ ܠܗ	HKN> >P MCJX> XD> ZBN >TQRB WBQNWMH DBX XVH> DSGJ>> DTRTJN DJN ZBNJN DL> XVHJN MTXZ> LXJJHWN D>JLJN DMSKJN LH
Hebrews	10	1	ܢܡܘܣܐ ܓܝܪ ܛܠܢܝܬܐ ܐܝܬ ܗܘܐ ܒܗ ܕܛܒܬܐ ܕܥܬܝܕܢ ܠܐ ܗܘܐ ܩܢܘܡܐ ܕܝܠܗܝܢ ܕܨܒܘܬܐ ܡܛܠ ܗܢܐ ܟܕ ܒܟܠ ܫܢܐ ܗܢܘܢ ܟܕ ܗܢܘܢ ܕܒܚܐ ܡܬܩܪܒܝܢ ܗܘܘ ܠܐ ܡܡܬܘܡ ܐܫܟܚܘ ܕܢܓܡܪܘܢ ܠܐܝܠܝܢ ܕܡܩܪܒܝܢ ܠܗܘܢ	NMWS> GJR VLNJT> >JT HW> BH DVBT> D<TJDN L> HW> QNWM> DJLHJN DYBWT> MVL HN> KD BKL CN> HNWN KD HNWN DBX> MTQRBJN HWW L> MMTWM >CKXW DNGMRWN L>JLJN DMQRBJN LHWN
Hebrews	10	2	ܐܠܘ ܓܝܪ ܓܡܪܝܢ ܗܘܘ ܟܒܪ ܕܝܢ ܐܬܬܢܝܚܘ ܡܢ ܩܘܪܒܢܝܗܘܢ ܡܛܠ ܕܠܐ ܡܟܝܠ ܛܪܝܐ ܗܘܬ ܠܗܘܢ ܬܐܪܬܗܘܢ ܒܚܛܗܐ ܠܐܝܠܝܢ ܕܚܕܐ ܙܒܢ ܐܬܕܟܝܘ ܠܗܘܢ	>LW GJR GMRJN HWW KBR DJN >TTNJXW MN QWRBNJHWN MVL DL> MKJL VRJ> HWT LHWN T>RTHWN BXVH> L>JLJN DXD> ZBN >TDKJW LHWN
Hebrews	10	3	ܐܠܐ ܒܗܘܢ ܒܕܒܚܐ ܡܕܟܪܝܢ ܚܛܗܝܗܘܢ ܒܟܠ ܫܢܐ	>L> BHWN BDBX> MDKRJN XVHJHWN BKL CN>
Hebrews	10	4	ܠܐ ܓܝܪ ܡܫܟܚ ܕܡܐ ܕܬܘܪܐ ܘܕܨܦܪܝܐ ܠܡܕܟܝܘ ܚܛܗܐ	L> GJR MCKX DM> DTWR> WDYPRJ> LMDKJW XVH>
Hebrews	10	5	ܡܛܠ ܗܢܐ ܟܕ ܥܐܠ ܠܥܠܡܐ ܐܡܪ ܒܕܒܚܐ ܘܩܘܪܒܢܐ ܠܐ ܨܒܝܬ ܦܓܪܐ ܕܝܢ ܐܠܒܫܬܢܝ	MVL HN> KD <>L L<LM> >MR BDBX> WQWRBN> L> YBJT PGR> DJN >LBCTNJ
Hebrews	10	6	ܘܝܩܕܐ ܫܠܡܐ ܕܚܠܦ ܚܛܗܐ ܠܐ ܫܐܠܬ	WJQD> CLM> DXLP XVH> L> C>LT
Hebrews	10	7	ܗܝܕܝܢ ܐܡܪܬ ܕܗܐ ܐܢܐ ܐܬܐ ܐܢܐ ܕܒܪܝܫ ܟܬܒܐ ܟܬܝܒ ܥܠܝ ܕܐܥܒܕ ܨܒܝܢܟ ܐܠܗܐ	HJDJN >MRT DH> >N> >T> >N> DBRJC KTB> KTJB <LJ D><BD YBJNK >LH>
Hebrews	10	8	ܡܢ ܠܥܠ ܐܡܪ ܕܕܒܚܐ ܘܩܘܪܒܢܐ ܘܝܩܕܐ ܫܠܡܐ ܕܚܠܦ ܚܛܗܐ ܠܐ ܨܒܝܬ ܗܢܘܢ ܕܡܬܩܪܒܝܢ ܗܘܘ ܒܢܡܘܣܐ	MN L<L >MR DDBX> WQWRBN> WJQD> CLM> DXLP XVH> L> YBJT HNWN DMTQRBJN HWW BNMWS>
Hebrews	10	9	ܘܒܬܪܗ ܐܡܪ ܕܗܐ ܐܬܐ ܐܢܐ ܕܐܥܒܕ ܨܒܝܢܟ ܐܠܗܐ ܒܗܕܐ ܒܛܠ ܠܩܕܡܝܬܐ ܕܢܩܝܡ ܠܕܬܪܬܝܢ	WBTRH >MR DH> >T> >N> D><BD YBJNK >LH> BHD> BVL LQDMJT> DNQJM LDTRTJN
Hebrews	10	10	ܒܗܢܐ ܓܝܪ ܨܒܝܢܗ ܐܬܩܕܫܢ ܒܩܘܪܒܢܐ ܕܦܓܪܗ ܕܝܫܘܥ ܡܫܝܚܐ ܕܚܕܐ ܙܒܢ	BHN> GJR YBJNH >TQDCN BQWRBN> DPGRH DJCW< MCJX> DXD> ZBN
Hebrews	10	11	ܟܠ ܪܒ ܟܘܡܪܐ ܓܝܪ ܕܩܐܡ ܗܘܐ ܘܡܫܡܫ ܟܠܝܘܡ ܗܢܘܢ ܒܗܢܘܢ ܕܒܚܐ ܡܩܪܒ ܗܘܐ ܐܝܠܝܢ ܕܡܢ ܡܬܘܡ ܠܐ ܡܫܟܚܝܢ ܗܘܘ ܠܡܕܟܝܘ ܚܛܗܐ	KL RB KWMR> GJR DQ>M HW> WMCMC KLJWM HNWN BHNWN DBX> MQRB HW> >JLJN DMN MTWM L> MCKXJN HWW LMDKJW XVH>
Hebrews	10	12	ܗܢܐ ܕܝܢ ܚܕ ܕܒܚܐ ܩܪܒ ܚܠܦ ܚܛܗܐ ܘܝܬܒ ܥܠ ܝܡܝܢܐ ܕܐܠܗܐ ܠܥܠܡ	HN> DJN XD DBX> QRB XLP XVH> WJTB <L JMJN> D>LH> L<LM
Hebrews	10	13	ܘܡܩܘܐ ܡܟܝܠ ܥܕܡܐ ܕܢܬܬܣܝܡܘܢ ܒܥܠܕܒܒܘܗܝ ܟܘܒܫܐ ܬܚܝܬ ܪܓܠܘܗܝ	WMQW> MKJL <DM> DNTTSJMWN B<LDBBWHJ KWBC> TXJT RGLWHJ
Hebrews	10	14	ܒܚܕ ܓܝܪ ܩܘܪܒܢܐ ܓܡܪ ܠܐܝܠܝܢ ܕܡܬܩܕܫܝܢ ܒܗ ܠܥܠܡ	BXD GJR QWRBN> GMR L>JLJN DMTQDCJN BH L<LM
Hebrews	10	15	ܣܗܕܐ ܠܢ ܕܝܢ ܐܦ ܪܘܚܐ ܕܩܘܕܫܐ ܕܐܡܪܬ	SHD> LN DJN >P RWX> DQWDC> D>MRT
Hebrews	10	16	ܗܕܐ ܗܝ ܕܝܬܩܐ ܕܐܬܠ ܠܗܘܢ ܡܢ ܒܬܪ ܝܘܡܬܐ ܗܢܘܢ ܐܡܪ ܡܪܝܐ ܐܬܠܝܘܗܝ ܠܢܡܘܣܝ ܒܡܕܥܝܗܘܢ ܘܥܠ ܠܒܘܬܗܘܢ ܐܟܬܒܝܘܗܝ	HD> HJ DJTQ> D>TL LHWN MN BTR JWMT> HNWN >MR MRJ> >TLJWHJ LNMWSJ BMD<JHWN W<L LBWTHWN >KTBJWHJ
Hebrews	10	17	ܘܥܘܠܗܘܢ ܘܚܛܗܝܗܘܢ ܠܐ ܐܬܕܟܪ ܠܗܘܢ	W<WLHWN WXVHJHWN L> >TDKR LHWN
Hebrews	10	18	ܐܝܟܐ ܕܝܢ ܕܐܝܬ ܫܘܒܩܢܐ ܕܚܛܗܐ ܠܐ ܡܬܒܥܐ ܩܘܪܒܢܐ ܕܚܠܦ ܚܛܗܐ	>JK> DJN D>JT CWBQN> DXVH> L> MTB<> QWRBN> DXLP XVH>
Hebrews	10	19	ܐܝܬ ܠܢ ܗܟܝܠ ܐܚܝ ܓܠܝܘܬ ܐܦܐ ܒܡܥܠܢܐ ܕܒܝܬ ܩܘܕܫܐ ܒܕܡܗ ܕܝܫܘܥ	>JT LN HKJL >XJ GLJWT >P> BM<LN> DBJT QWDC> BDMH DJCW<
Hebrews	10	20	ܘܐܘܪܚܐ ܕܚܝܐ ܕܚܕܬ ܠܢ ܗܫܐ ܒܐܦܝ ܬܪܥܐ ܕܐܝܬܘܗܝ ܒܣܪܗ	W>WRX> DXJ> DXDT LN HC> B>PJ TR<> D>JTWHJ BSRH
Hebrews	10	21	ܘܐܝܬ ܠܢ ܟܘܡܪܐ ܪܒܐ ܥܠ ܒܝܬܗ ܕܐܠܗܐ	W>JT LN KWMR> RB> <L BJTH D>LH>
Hebrews	10	22	ܢܩܪܘܒ ܗܟܝܠ ܒܠܒܐ ܫܪܝܪܐ ܘܒܬܘܟܠܢܐ ܕܗܝܡܢܘܬܐ ܟܕ ܪܣܝܣܝܢ ܠܒܘܬܢ ܘܕܟܝܢ ܡܢ ܬܐܪܬܐ ܒܝܫܬܐ ܘܡܣܚܝ ܦܓܪܢ ܒܡܝܐ ܕܟܝܐ	NQRWB HKJL BLB> CRJR> WBTWKLN> DHJMNWT> KD RSJSJN LBWTN WDKJN MN T>RT> BJCT> WMSXJ PGRN BMJ> DKJ>
Hebrews	10	23	ܘܢܚܡܣܢ ܒܬܘܕܝܬܐ ܕܣܒܪܢ ܘܠܐ ܢܨܛܠܐ ܡܗܝܡܢ ܗܘ ܓܝܪ ܡܢ ܕܡܠܟ ܠܢ	WNXMSN BTWDJT> DSBRN WL> NYVL> MHJMN HW GJR MN DMLK LN
Hebrews	10	24	ܘܢܚܘܪ ܚܕ ܒܚܕ ܒܓܘܪܓܐ ܕܚܘܒܐ ܘܕܥܒܕܐ ܛܒܐ	WNXWR XD BXD BGWRG> DXWB> WD<BD> VB>
Hebrews	10	25	ܘܠܐ ܢܗܘܐ ܫܒܩܝܢ ܟܢܘܫܝܢ ܐܝܟ ܕܐܝܬ ܥܝܕܐ ܠܐܢܫ ܐܢܫ ܐܠܐ ܒܥܘ ܚܕ ܡܢ ܚܕ ܝܬܝܪܐܝܬ ܟܡܐ ܕܚܙܝܬܘܢ ܕܩܪܒ ܝܘܡܐ ܗܘ	WL> NHW> CBQJN KNWCJN >JK D>JT <JD> L>NC >NC >L> B<W XD MN XD JTJR>JT KM> DXZJTWN DQRB JWM> HW
Hebrews	10	26	ܐܢ ܓܝܪ ܒܨܒܝܢܗ ܢܚܛܐ ܐܢܫ ܡܢ ܒܬܪ ܕܩܒܠ ܝܕܥܬܐ ܕܫܪܪܐ ܠܝܬ ܡܟܝܠ ܕܒܚܬܐ ܕܬܬܩܪܒ ܚܠܦ ܚܛܗܐ	>N GJR BYBJNH NXV> >NC MN BTR DQBL JD<T> DCRR> LJT MKJL DBXT> DTTQRB XLP XVH>
Hebrews	10	27	ܐܠܐ ܥܬܝܕ ܗܘ ܕܝܢܐ ܕܚܝܠܐ ܘܛܢܢܐ ܕܢܘܪܐ ܕܐܟܠ ܠܒܥܠܕܒܒܐ	>L> <TJD HW DJN> DXJL> WVNN> DNWR> D>KL LB<LDBB>
Hebrews	10	28	ܐܢ ܓܝܪ ܐܝܢܐ ܕܥܒܪ ܥܠ ܢܡܘܣܐ ܕܡܘܫܐ ܥܠ ܦܘܡ ܬܪܝܢ ܘܬܠܬܐ ܣܗܕܝܢ ܕܠܐ ܪܚܡܝܢ ܡܐܬ	>N GJR >JN> D<BR <L NMWS> DMWC> <L PWM TRJN WTLT> SHDJN DL> RXMJN M>T
Hebrews	10	29	ܟܡܐ ܣܒܪܝܢ ܐܢܬܘܢ ܝܬܝܪܐܝܬ ܡܣܡ ܒܪܫܐ ܢܩܒܠ ܐܝܢܐ ܕܕܫܗ ܠܒܪܗ ܕܐܠܗܐ ܘܚܫܒ ܕܡܐ ܕܕܝܬܩܐ ܕܝܠܗ ܐܝܟ ܕܟܠܢܫ ܕܒܗ ܐܬܩܕܫ ܘܨܥܪ ܠܪܘܚܐ ܕܛܝܒܘܬܐ	KM> SBRJN >NTWN JTJR>JT MSM BRC> NQBL >JN> DDCH LBRH D>LH> WXCB DM> DDJTQ> DJLH >JK DKLNC DBH >TQDC WY<R LRWX> DVJBWT>
Hebrews	10	30	ܝܕܥܝܢܢ ܠܗܘ ܕܐܡܪ ܕܕܝܠܝ ܗܝ ܬܒܥܬܐ ܘܐܢܐ ܐܦܪܘܥ ܘܬܘܒ ܕܢܕܘܢ ܡܪܝܐ ܠܥܡܗ	JD<JNN LHW D>MR DDJLJ HJ TB<T> W>N> >PRW< WTWB DNDWN MRJ> L<MH
Hebrews	10	31	ܕܚܠܬܐ ܗܝ ܪܒܬܐ ܠܡܦܠ ܒܐܝܕܘܗܝ ܕܐܠܗܐ ܚܝܐ	DXLT> HJ RBT> LMPL B>JDWHJ D>LH> XJ>
Hebrews	10	32	ܐܬܕܟܪܘ ܗܟܝܠ ܠܝܘܡܬܐ ܩܕܡܝܐ ܗܢܘܢ ܕܒܗܘܢ ܩܒܠܬܘܢ ܡܥܡܘܕܝܬܐ ܘܐܓܘܢܐ ܪܒܐ ܣܝܒܪܬܘܢ ܕܚܫܐ ܒܚܣܕܐ ܘܒܐܘܠܨܢܐ	>TDKRW HKJL LJWMT> QDMJ> HNWN DBHWN QBLTWN M<MWDJT> W>GWN> RB> SJBRTWN DXC> BXSD> WB>WLYN>
Hebrews	10	33	ܘܕܗܘܝܬܘܢ ܚܙܘܢܐ ܘܐܦ ܐܫܬܘܬܦܬܘܢ ܠܐܢܫܐ ܕܗܠܝܢ ܣܝܒܪܘ	WDHWJTWN XZWN> W>P >CTWTPTWN L>NC> DHLJN SJBRW
Hebrews	10	34	ܘܟܐܒ ܠܟܘܢ ܥܠ ܐܝܠܝܢ ܕܐܣܝܪܝܢ ܘܚܛܘܦܝܐ ܕܢܟܣܝܟܘܢ ܒܚܕܘܬܐ ܣܝܒܪܬܘܢ ܡܛܠ ܕܝܕܥܝܢ ܐܢܬܘܢ ܕܐܝܬ ܠܟܘܢ ܩܢܝܢܐ ܒܫܡܝܐ ܕܡܝܬܪ ܗܘ ܘܠܐ ܥܒܪ	WK>B LKWN <L >JLJN D>SJRJN WXVWPJ> DNKSJKWN BXDWT> SJBRTWN MVL DJD<JN >NTWN D>JT LKWN QNJN> BCMJ> DMJTR HW WL> <BR
Hebrews	10	35	ܠܐ ܗܟܝܠ ܬܘܒܕܘܢ ܓܠܝܘܬ ܐܦܐ ܕܐܝܬ ܠܟܘܢ ܕܥܬܝܕ ܠܗ ܐܓܪܐ ܣܓܝܐܐ	L> HKJL TWBDWN GLJWT >P> D>JT LKWN D<TJD LH >GR> SGJ>>
Hebrews	10	36	ܡܣܝܒܪܢܘܬܐ ܗܘ ܓܝܪ ܡܬܒܥܝܐ ܠܟܘܢ ܕܬܥܒܕܘܢ ܨܒܝܢܐ ܕܐܠܗܐ ܘܬܣܒܘܢ ܡܘܠܟܢܐ	MSJBRNWT> HW GJR MTB<J> LKWN DT<BDWN YBJN> D>LH> WTSBWN MWLKN>
Hebrews	10	37	ܡܛܠ ܕܩܠܝܠ ܗܘ ܙܒܢܐ ܘܛܒ ܙܥܘܪ ܕܢܐܬܐ ܗܘ ܕܐܬܐ ܘܠܐ ܢܘܚܪ	MVL DQLJL HW ZBN> WVB Z<WR DN>T> HW D>T> WL> NWXR
Hebrews	10	38	ܟܐܢܐ ܕܝܢ ܡܢ ܗܝܡܢܘܬܐ ܕܝܠܝ ܢܚܐ ܘܐܢ ܡܬܩܛܥܐ ܠܗ ܠܐ ܨܒܝܐ ܒܗ ܢܦܫܝ	K>N> DJN MN HJMNWT> DJLJ NX> W>N MTQV<> LH L> YBJ> BH NPCJ
Hebrews	10	39	ܚܢܢ ܕܝܢ ܠܐ ܗܘܝܢ ܕܩܘܛܥܐ ܕܡܘܒܠܐ ܠܐܒܕܢܐ ܐܠܐ ܕܗܝܡܢܘܬܐ ܕܡܩܢܝܐ ܠܢ ܢܦܫܢ	XNN DJN L> HWJN DQWV<> DMWBL> L>BDN> >L> DHJMNWT> DMQNJ> LN NPCN
Hebrews	11	1	ܐܝܬܝܗ ܕܝܢ ܗܝܡܢܘܬܐ ܦܝܣܐ ܥܠ ܐܝܠܝܢ ܕܐܝܬܝܗܝܢ ܒܣܒܪܐ ܐܝܟ ܗܘ ܕܗܘܝ ܠܗܝܢ ܒܣܘܥܪܢܐ ܘܓܠܝܢܐ ܕܐܝܠܝܢ ܕܠܐ ܡܬܚܙܝܢ	>JTJH DJN HJMNWT> PJS> <L >JLJN D>JTJHJN BSBR> >JK HW DHWJ LHJN BSW<RN> WGLJN> D>JLJN DL> MTXZJN
Hebrews	11	2	ܘܒܗܕܐ ܗܘܬ ܣܗܕܘܬܐ ܥܠ ܩܫܝܫܐ	WBHD> HWT SHDWT> <L QCJC>
Hebrews	11	3	ܒܗܝܡܢܘܬܐ ܓܝܪ ܡܣܬܟܠܝܢܢ ܕܐܬܬܩܢܘ ܥܠܡܐ ܒܡܠܬܐ ܕܐܠܗܐ ܘܗܠܝܢ ܕܡܬܚܙܝܢ ܗܘܝ ܡܢ ܐܝܠܝܢ ܕܠܐ ܡܬܚܙܝܢ	BHJMNWT> GJR MSTKLJNN D>TTQNW <LM> BMLT> D>LH> WHLJN DMTXZJN HWJ MN >JLJN DL> MTXZJN
