book	chapter	verse	greek_text	lemmatized_text
Hebrews	8	4	εἰ μὲν ⸀οὖν ἦν ἐπὶ γῆς, οὐδ’ ἂν ἦν ἱερεύς, ⸀ὄντων τῶν προσφερόντων κατὰ ⸀νόμον τὰ δῶρα·	εἰ μέν οὖν εἰμί ἐπί γῆ οὐδέ ἄν εἰμί ἱερεύς εἰμί ὁ προσφέρω κατά νόμος ὁ δῶρον
Hebrews	8	5	(οἵτινες ὑποδείγματι καὶ σκιᾷ λατρεύουσιν τῶν ἐπουρανίων, καθὼς κεχρημάτισται Μωϋσῆς μέλλων ἐπιτελεῖν τὴν σκηνήν, Ὅρα γάρ, φησίν, ποιήσεις πάντα κατὰ τὸν τύπον τὸν δειχθέντα σοι ἐν τῷ ὄρει)·	ὅστις ὑπόδειγμα καί σκιά λατρεύω ὁ ἐπουράνιος καθώς χρηματίζω Μωϋσῆς μέλλω ἐπιτελέω ὁ σκηνή ὁράω γάρ φημί ποιέω πᾶς κατά ὁ τύπος ὁ δείκνυμι σύ ἐν ὁ ὄρος
Hebrews	8	6	⸀νυνὶ δὲ διαφορωτέρας τέτυχεν λειτουργίας, ὅσῳ καὶ κρείττονός ἐστιν διαθήκης μεσίτης, ἥτις ἐπὶ κρείττοσιν ἐπαγγελίαις νενομοθέτηται.	νυνί δέ διάφορος τυγχάνω λειτουργία ὅσος καί κρείττων εἰμί διαθήκη μεσίτης ὅστις ἐπί κρείττων ἐπαγγελία νομοθετέομαι
Hebrews	8	7	Εἰ γὰρ ἡ πρώτη ἐκείνη ἦν ἄμεμπτος, οὐκ ἂν δευτέρας ἐζητεῖτο τόπος·	εἰ γάρ ὁ πρῶτος ἐκεῖνος εἰμί ἄμεμπτος οὐ ἄν δεύτερος ζητέω τόπος
Hebrews	8	8	μεμφόμενος γὰρ ⸀αὐτοὺς λέγει· Ἰδοὺ ἡμέραι ἔρχονται, λέγει κύριος, καὶ συντελέσω ἐπὶ τὸν οἶκον Ἰσραὴλ καὶ ἐπὶ τὸν οἶκον Ἰούδα διαθήκην καινήν,	μέμφομαι γάρ αὐτός λέγω ἰδού ἡμέρα ἔρχομαι λέγω κύριος καί συντελέω ἐπί ὁ οἶκος Ἰσραήλ καί ἐπί ὁ οἶκος Ἰούδας διαθήκη καινός
Hebrews	8	9	οὐ κατὰ τὴν διαθήκην ἣν ἐποίησα τοῖς πατράσιν αὐτῶν ἐν ἡμέρᾳ ἐπιλαβομένου μου τῆς χειρὸς αὐτῶν ἐξαγαγεῖν αὐτοὺς ἐκ γῆς Αἰγύπτου, ὅτι αὐτοὶ οὐκ ἐνέμειναν ἐν τῇ διαθήκῃ μου, κἀγὼ ἠμέλησα αὐτῶν, λέγει κύριος.	οὐ κατά ὁ διαθήκη ὅς ποιέω ὁ πατήρ αὐτός ἐν ἡμέρα ἐπιλαμβάνομαι ἐγώ ὁ χείρ αὐτός ἐξάγω αὐτός ἐκ γῆ Αἴγυπτος ὅτι αὐτός οὐ ἐμμένω ἐν ὁ διαθήκη ἐγώ κἀγώ ἀμελέω αὐτός λέγω κύριος
Hebrews	8	10	ὅτι αὕτη ἡ διαθήκη ἣν διαθήσομαι τῷ οἴκῳ Ἰσραὴλ μετὰ τὰς ἡμέρας ἐκείνας, λέγει κύριος, διδοὺς νόμους μου εἰς τὴν διάνοιαν αὐτῶν, καὶ ἐπὶ καρδίας αὐτῶν ἐπιγράψω αὐτούς, καὶ ἔσομαι αὐτοῖς εἰς θεόν καὶ αὐτοὶ ἔσονταί μοι εἰς λαόν.	ὅτι οὗτος ὁ διαθήκη ὅς διατίθεμαι ὁ οἶκος Ἰσραήλ μετά ὁ ἡμέρα ἐκεῖνος λέγω κύριος δίδωμι νόμος ἐγώ εἰς ὁ διάνοια αὐτός καί ἐπί καρδία αὐτός ἐπιγράφω αὐτός καί εἰμί αὐτός εἰς θεός καί αὐτός εἰμί ἐγώ εἰς λαός
Hebrews	8	11	καὶ οὐ μὴ διδάξωσιν ἕκαστος τὸν πολίτην αὐτοῦ καὶ ἕκαστος τὸν ἀδελφὸν αὐτοῦ, λέγων· Γνῶθι τὸν κύριον, ὅτι πάντες εἰδήσουσίν με ἀπὸ ⸀μικροῦ ἕως μεγάλου αὐτῶν.	καί οὐ μή διδάσκω ἕκαστος ὁ πολίτης αὐτός καί ἕκαστος ὁ ἀδελφός αὐτός λέγω γινώσκω ὁ κύριος ὅτι πᾶς οἶδα ἐγώ ἀπό μικρός ἕως μέγας αὐτός
Hebrews	8	12	ὅτι ἵλεως ἔσομαι ταῖς ἀδικίαις αὐτῶν, καὶ τῶν ἁμαρτιῶν ⸀αὐτῶν οὐ μὴ μνησθῶ ἔτι.	ὅτι ἵλεως εἰμί ὁ ἀδικία αὐτός καί ὁ ἁμαρτία αὐτός οὐ μή μιμνῄσκομαι ἔτι
Hebrews	8	13	ἐν τῷ λέγειν Καινὴν πεπαλαίωκεν τὴν πρώτην, τὸ δὲ παλαιούμενον καὶ γηράσκον ἐγγὺς ἀφανισμοῦ.	ἐν ὁ λέγω καινός παλαιόω ὁ πρῶτος ὁ δέ παλαιόω καί γηράσκω ἐγγύς ἀφανισμός
Hebrews	9	1	Εἶχε μὲν ⸀οὖν ἡ πρώτη δικαιώματα λατρείας τό τε ἅγιον κοσμικόν.	ἔχω μέν οὖν ὁ πρῶτος δικαίωμα λατρεία ὁ τέ ἅγιος κοσμικός
Hebrews	9	2	σκηνὴ γὰρ κατεσκευάσθη ἡ πρώτη ἐν ᾗ ἥ τε λυχνία καὶ ἡ τράπεζα καὶ ἡ πρόθεσις τῶν ἄρτων, ἥτις λέγεται Ἅγια·	σκηνή γάρ κατασκευάζω ὁ πρῶτος ἐν ὅς ὁ τέ λυχνία καί ὁ τράπεζα καί ὁ πρόθεσις ὁ ἄρτος ὅστις λέγω ἅγιος
Hebrews	9	3	μετὰ δὲ τὸ δεύτερον καταπέτασμα σκηνὴ ἡ λεγομένη ⸂Ἅγια Ἁγίων⸃,	μετά δέ ὁ δεύτερος καταπέτασμα σκηνή ὁ λέγω ἅγιος ἅγιος
Hebrews	9	4	χρυσοῦν ἔχουσα θυμιατήριον καὶ τὴν κιβωτὸν τῆς διαθήκης περικεκαλυμμένην πάντοθεν χρυσίῳ, ἐν ᾗ στάμνος χρυσῆ ἔχουσα τὸ μάννα καὶ ἡ ῥάβδος Ἀαρὼν ἡ βλαστήσασα καὶ αἱ πλάκες τῆς διαθήκης,	χρυσοῦς ἔχω θυμιατήριον καί ὁ κιβωτός ὁ διαθήκη περικαλύπτω πάντοθεν χρυσίον ἐν ὅς στάμνος χρυσοῦς ἔχω ὁ μάννα καί ὁ ῥάβδος Ἀαρών ὁ βλαστάνω καί ὁ πλάξ ὁ διαθήκη
Hebrews	9	5	ὑπεράνω δὲ αὐτῆς Χερουβὶν δόξης κατασκιάζοντα τὸ ἱλαστήριον· περὶ ὧν οὐκ ἔστιν νῦν λέγειν κατὰ μέρος.	ὑπεράνω δέ αὐτός Χεροῦβ δόξα κατασκιάζω ὁ ἱλαστήριον περί ὅς οὐ εἰμί νῦν λέγω κατά μέρος
Hebrews	9	6	Τούτων δὲ οὕτως κατεσκευασμένων, εἰς μὲν τὴν πρώτην σκηνὴν διὰ παντὸς εἰσίασιν οἱ ἱερεῖς τὰς λατρείας ἐπιτελοῦντες,	οὗτος δέ οὕτω(ς) κατασκευάζω εἰς μέν ὁ πρῶτος σκηνή διά πᾶς εἴσειμι ὁ ἱερεύς ὁ λατρεία ἐπιτελέω
Hebrews	9	7	εἰς δὲ τὴν δευτέραν ἅπαξ τοῦ ἐνιαυτοῦ μόνος ὁ ἀρχιερεύς, οὐ χωρὶς αἵματος, ὃ προσφέρει ὑπὲρ ἑαυτοῦ καὶ τῶν τοῦ λαοῦ ἀγνοημάτων,	εἰς δέ ὁ δεύτερος ἅπαξ ὁ ἐνιαυτός μόνος ὁ ἀρχιερεύς οὐ χωρίς αἷμα ὅς προσφέρω ὑπέρ ἑαυτοῦ καί ὁ ὁ λαός ἀγνόημα
Hebrews	9	8	τοῦτο δηλοῦντος τοῦ πνεύματος τοῦ ἁγίου, μήπω πεφανερῶσθαι τὴν τῶν ἁγίων ὁδὸν ἔτι τῆς πρώτης σκηνῆς ἐχούσης στάσιν,	οὗτος δηλόω ὁ πνεῦμα ὁ ἅγιος μήπω φανερόω ὁ ὁ ἅγιος ὁδός ἔτι ὁ πρῶτος σκηνή ἔχω στάσις
Hebrews	9	9	ἥτις παραβολὴ εἰς τὸν καιρὸν τὸν ἐνεστηκότα, καθ’ ⸀ἣν δῶρά τε καὶ θυσίαι προσφέρονται μὴ δυνάμεναι κατὰ συνείδησιν τελειῶσαι τὸν λατρεύοντα,	ὅστις παραβολή εἰς ὁ καιρός ὁ ἐνίστημι κατά ὅς δῶρον τέ καί θυσία προσφέρω μή δύναμαι κατά συνείδησις τελειόω ὁ λατρεύω
Hebrews	9	10	μόνον ἐπὶ βρώμασιν καὶ πόμασιν καὶ διαφόροις βαπτισμοῖς, ⸀δικαιώματα σαρκὸς μέχρι καιροῦ διορθώσεως ἐπικείμενα.	μόνος ἐπί βρῶμα καί πόμα καί διάφορος βαπτισμός δικαίωμα σάρξ μέχρι(ς) καιρός διόρθωσις ἐπίκειμαι
Hebrews	9	11	Χριστὸς δὲ παραγενόμενος ἀρχιερεὺς τῶν ⸀γενομένων ἀγαθῶν διὰ τῆς μείζονος καὶ τελειοτέρας σκηνῆς οὐ χειροποιήτου, τοῦτ’ ἔστιν οὐ ταύτης τῆς κτίσεως,	Χριστός δέ παραγίνομαι ἀρχιερεύς ὁ γίνομαι ἀγαθός διά ὁ μέγας καί τέλειος σκηνή οὐ χειροποίητος οὗτος εἰμί οὐ οὗτος ὁ κτίσις
Hebrews	9	12	οὐδὲ δι’ αἵματος τράγων καὶ μόσχων διὰ δὲ τοῦ ἰδίου αἵματος, εἰσῆλθεν ἐφάπαξ εἰς τὰ ἅγια, αἰωνίαν λύτρωσιν εὑράμενος.	οὐδέ διά αἷμα τράγος καί μόσχος διά δέ ὁ ἴδιος αἷμα εἰσέρχομαι ἐφάπαξ εἰς ὁ ἅγιος αἰώνιος λύτρωσις εὑρίσκω
Hebrews	9	13	εἰ γὰρ τὸ αἷμα ⸂τράγων καὶ ταύρων⸃ καὶ σποδὸς δαμάλεως ῥαντίζουσα τοὺς κεκοινωμένους ἁγιάζει πρὸς τὴν τῆς σαρκὸς καθαρότητα,	εἰ γάρ ὁ αἷμα τράγος καί ταῦρος καί σποδός δάμαλις ῥαντίζω ὁ κοινόω ἁγιάζω πρός ὁ ὁ σάρξ καθαρότης
Hebrews	9	14	πόσῳ μᾶλλον τὸ αἷμα τοῦ Χριστοῦ, ὃς διὰ πνεύματος αἰωνίου ἑαυτὸν προσήνεγκεν ἄμωμον τῷ θεῷ, καθαριεῖ τὴν συνείδησιν ⸀ἡμῶν ἀπὸ νεκρῶν ἔργων εἰς τὸ λατρεύειν θεῷ ζῶντι.	πόσος μᾶλλον ὁ αἷμα ὁ Χριστός ὅς διά πνεῦμα αἰώνιος ἑαυτοῦ προσφέρω ἄμωμος ὁ θεός καθαρίζω ὁ συνείδησις ἐγώ ἀπό νεκρός ἔργον εἰς ὁ λατρεύω θεός ζάω
Hebrews	9	15	Καὶ διὰ τοῦτο διαθήκης καινῆς μεσίτης ἐστίν, ὅπως θανάτου γενομένου εἰς ἀπολύτρωσιν τῶν ἐπὶ τῇ πρώτῃ διαθήκῃ παραβάσεων τὴν ἐπαγγελίαν λάβωσιν οἱ κεκλημένοι τῆς αἰωνίου κληρονομίας.	καί διά οὗτος διαθήκη καινός μεσίτης εἰμί ὅπως θάνατος γίνομαι εἰς ἀπολύτρωσις ὁ ἐπί ὁ πρῶτος διαθήκη παράβασις ὁ ἐπαγγελία λαμβάνω ὁ καλέω ὁ αἰώνιος κληρονομία
Hebrews	9	16	ὅπου γὰρ διαθήκη, θάνατον ἀνάγκη φέρεσθαι τοῦ διαθεμένου·	ὅπου γάρ διαθήκη θάνατος ἀνάγκη φέρω ὁ διατίθεμαι
Hebrews	9	17	διαθήκη γὰρ ἐπὶ νεκροῖς βεβαία, ἐπεὶ ⸀μήποτε ἰσχύει ὅτε ζῇ ὁ διαθέμενος.	διαθήκη γάρ ἐπί νεκρός βέβαιος ἐπεί μήποτε ἰσχύω ὅτε ζάω ὁ διατίθεμαι
Hebrews	9	18	ὅθεν οὐδὲ ἡ πρώτη χωρὶς αἵματος ἐγκεκαίνισται·	ὅθεν οὐδέ ὁ πρῶτος χωρίς αἷμα ἐγκαινίζω
Hebrews	9	19	λαληθείσης γὰρ πάσης ἐντολῆς κατὰ ⸀τὸν νόμον ὑπὸ Μωϋσέως παντὶ τῷ λαῷ, λαβὼν τὸ αἷμα τῶν ⸀μόσχων μετὰ ὕδατος καὶ ἐρίου κοκκίνου καὶ ὑσσώπου αὐτό τε τὸ βιβλίον καὶ πάντα τὸν λαὸν ἐράντισεν,	λαλέω γάρ πᾶς ἐντολή κατά ὁ νόμος ὑπό Μωϋσῆς πᾶς ὁ λαός λαμβάνω ὁ αἷμα ὁ μόσχος μετά ὕδωρ καί ἔριον κόκκινος καί ὕσσωπος αὐτός τέ ὁ βιβλίον καί πᾶς ὁ λαός ῥαντίζω
Hebrews	9	20	λέγων· Τοῦτο τὸ αἷμα τῆς διαθήκης ἧς ἐνετείλατο πρὸς ὑμᾶς ὁ θεός·	λέγω οὗτος ὁ αἷμα ὁ διαθήκη ὅς ἐντέλλομαι πρός σύ ὁ θεός
Hebrews	9	21	καὶ τὴν σκηνὴν δὲ καὶ πάντα τὰ σκεύη τῆς λειτουργίας τῷ αἵματι ὁμοίως ἐράντισεν.	καί ὁ σκηνή δέ καί πᾶς ὁ σκεῦος ὁ λειτουργία ὁ αἷμα ὁμοίως ῥαντίζω
Hebrews	9	22	καὶ σχεδὸν ἐν αἵματι πάντα καθαρίζεται κατὰ τὸν νόμον, καὶ χωρὶς αἱματεκχυσίας οὐ γίνεται ἄφεσις.	καί σχεδόν ἐν αἷμα πᾶς καθαρίζω κατά ὁ νόμος καί χωρίς αἱματεκχυσία οὐ γίνομαι ἄφεσις
Hebrews	9	23	Ἀνάγκη οὖν τὰ μὲν ὑποδείγματα τῶν ἐν τοῖς οὐρανοῖς τούτοις καθαρίζεσθαι, αὐτὰ δὲ τὰ ἐπουράνια κρείττοσι θυσίαις παρὰ ταύτας.	ἀνάγκη οὖν ὁ μέν ὑπόδειγμα ὁ ἐν ὁ οὐρανός οὗτος καθαρίζω αὐτός δέ ὁ ἐπουράνιος κρείττων θυσία παρά οὗτος
Hebrews	9	24	οὐ γὰρ εἰς χειροποίητα ⸂εἰσῆλθεν ἅγια⸃ Χριστός, ἀντίτυπα τῶν ἀληθινῶν, ἀλλ’ εἰς αὐτὸν τὸν οὐρανόν, νῦν ἐμφανισθῆναι τῷ προσώπῳ τοῦ θεοῦ ὑπὲρ ἡμῶν·	οὐ γάρ εἰς χειροποίητος εἰσέρχομαι ἅγιος Χριστός ἀντίτυπος ὁ ἀληθινός ἀλλά εἰς αὐτός ὁ οὐρανός νῦν ἐμφανίζω ὁ πρόσωπον ὁ θεός ὑπέρ ἐγώ
Hebrews	9	25	οὐδ’ ἵνα πολλάκις προσφέρῃ ἑαυτόν, ὥσπερ ὁ ἀρχιερεὺς εἰσέρχεται εἰς τὰ ἅγια κατ’ ἐνιαυτὸν ἐν αἵματι ἀλλοτρίῳ,	οὐδέ ἵνα πολλάκις προσφέρω ἑαυτοῦ ὥσπερ ὁ ἀρχιερεύς εἰσέρχομαι εἰς ὁ ἅγιος κατά ἐνιαυτός ἐν αἷμα ἀλλότριος
Hebrews	9	26	ἐπεὶ ἔδει αὐτὸν πολλάκις παθεῖν ἀπὸ καταβολῆς κόσμου· ⸀νυνὶ δὲ ἅπαξ ἐπὶ συντελείᾳ τῶν αἰώνων εἰς ἀθέτησιν ⸀ἁμαρτίας διὰ τῆς θυσίας αὐτοῦ πεφανέρωται.	ἐπεί δέω αὐτός πολλάκις πάσχω ἀπό καταβολή κόσμος νυνί δέ ἅπαξ ἐπί συντέλεια ὁ αἰών εἰς ἀθέτησις ἁμαρτία διά ὁ θυσία αὐτός φανερόω
Hebrews	9	27	καὶ καθ’ ὅσον ἀπόκειται τοῖς ἀνθρώποις ἅπαξ ἀποθανεῖν, μετὰ δὲ τοῦτο κρίσις,	καί κατά ὅσος ἀπόκειμαι ὁ ἄνθρωπος ἅπαξ ἀποθνῄσκω μετά δέ οὗτος κρίσις
Hebrews	9	28	οὕτως καὶ ὁ Χριστός, ἅπαξ προσενεχθεὶς εἰς τὸ πολλῶν ἀνενεγκεῖν ἁμαρτίας, ἐκ δευτέρου χωρὶς ἁμαρτίας ὀφθήσεται τοῖς αὐτὸν ἀπεκδεχομένοις εἰς σωτηρίαν.	οὕτω(ς) καί ὁ Χριστός ἅπαξ προσφέρω εἰς ὁ πολύς ἀναφέρω ἁμαρτία ἐκ δεύτερος χωρίς ἁμαρτία ὁράω ὁ αὐτός ἀπεκδέχομαι εἰς σωτηρία
Hebrews	10	1	Σκιὰν γὰρ ἔχων ὁ νόμος τῶν μελλόντων ἀγαθῶν, οὐκ αὐτὴν τὴν εἰκόνα τῶν πραγμάτων, κατ’ ἐνιαυτὸν ταῖς αὐταῖς θυσίαις ἃς προσφέρουσιν εἰς τὸ διηνεκὲς οὐδέποτε ⸀δύναται τοὺς προσερχομένους τελειῶσαι·	σκιά γάρ ἔχω ὁ νόμος ὁ μέλλω ἀγαθός οὐ αὐτός ὁ εἰκών ὁ πρᾶγμα κατά ἐνιαυτός ὁ αὐτός θυσία ὅς προσφέρω εἰς ὁ διηνεκής οὐδέποτε δύναμαι ὁ προσέρχομαι τελειόω
Hebrews	10	2	ἐπεὶ οὐκ ἂν ἐπαύσαντο προσφερόμεναι, διὰ τὸ μηδεμίαν ἔχειν ἔτι συνείδησιν ἁμαρτιῶν τοὺς λατρεύοντας ἅπαξ ⸀κεκαθαρισμένους;	ἐπεί οὐ ἄν παύω προσφέρω διά ὁ μηδείς ἔχω ἔτι συνείδησις ἁμαρτία ὁ λατρεύω ἅπαξ καθαρίζω
Hebrews	10	3	ἀλλ’ ἐν αὐταῖς ἀνάμνησις ἁμαρτιῶν κατ’ ἐνιαυτόν,	ἀλλά ἐν αὐτός ἀνάμνησις ἁμαρτία κατά ἐνιαυτός
Hebrews	10	4	ἀδύνατον γὰρ αἷμα ταύρων καὶ τράγων ἀφαιρεῖν ἁμαρτίας.	ἀδύνατος γάρ αἷμα ταῦρος καί τράγος ἀφαιρέω ἁμαρτία
Hebrews	10	5	διὸ εἰσερχόμενος εἰς τὸν κόσμον λέγει· Θυσίαν καὶ προσφορὰν οὐκ ἠθέλησας, σῶμα δὲ κατηρτίσω μοι·	διό εἰσέρχομαι εἰς ὁ κόσμος λέγω θυσία καί προσφορά οὐ θέλω σῶμα δέ καταρτίζω ἐγώ
Hebrews	10	6	ὁλοκαυτώματα καὶ περὶ ἁμαρτίας οὐκ εὐδόκησας.	ὁλοκαύτωμα καί περί ἁμαρτία οὐ εὐδοκέω
Hebrews	10	7	τότε εἶπον· Ἰδοὺ ἥκω, ἐν κεφαλίδι βιβλίου γέγραπται περὶ ἐμοῦ, τοῦ ποιῆσαι, ὁ θεός, τὸ θέλημά σου.	τότε λέγω ἰδού ἥκω ἐν κεφαλίς βιβλίον γράφω περί ἐγώ ὁ ποιέω ὁ θεός ὁ θέλημα σύ
Hebrews	10	8	ἀνώτερον λέγων ὅτι ⸂Θυσίας καὶ προσφορὰς⸃ καὶ ὁλοκαυτώματα καὶ περὶ ἁμαρτίας οὐκ ἠθέλησας οὐδὲ εὐδόκησας, αἵτινες κατὰ ⸀νόμον προσφέρονται,	ἀνώτερος λέγω ὅτι θυσία καί προσφορά καί ὁλοκαύτωμα καί περί ἁμαρτία οὐ θέλω οὐδέ εὐδοκέω ὅστις κατά νόμος προσφέρω
Hebrews	10	9	τότε εἴρηκεν· Ἰδοὺ ἥκω τοῦ ⸀ποιῆσαι τὸ θέλημά σου· ἀναιρεῖ τὸ πρῶτον ἵνα τὸ δεύτερον στήσῃ.	τότε λέγω ἰδού ἥκω ὁ ποιέω ὁ θέλημα σύ ἀναιρέω ὁ πρῶτος ἵνα ὁ δεύτερος ἵστημι
Hebrews	10	10	ἐν ᾧ θελήματι ἡγιασμένοι ⸀ἐσμὲν διὰ τῆς προσφορᾶς τοῦ σώματος Ἰησοῦ Χριστοῦ ἐφάπαξ.	ἐν ὅς θέλημα ἁγιάζω εἰμί διά ὁ προσφορά ὁ σῶμα Ἰησοῦς Χριστός ἐφάπαξ
Hebrews	10	11	Καὶ πᾶς μὲν ἱερεὺς ἕστηκεν καθ’ ἡμέραν λειτουργῶν καὶ τὰς αὐτὰς πολλάκις προσφέρων θυσίας, αἵτινες οὐδέποτε δύνανται περιελεῖν ἁμαρτίας.	καί πᾶς μέν ἱερεύς ἵστημι κατά ἡμέρα λειτουργέω καί ὁ αὐτός πολλάκις προσφέρω θυσία ὅστις οὐδέποτε δύναμαι περιαιρέω ἁμαρτία
Hebrews	10	12	⸀οὗτος δὲ μίαν ὑπὲρ ἁμαρτιῶν προσενέγκας θυσίαν εἰς τὸ διηνεκὲς ἐκάθισεν ἐν δεξιᾷ τοῦ θεοῦ,	οὗτος δέ εἷς ὑπέρ ἁμαρτία προσφέρω θυσία εἰς ὁ διηνεκής καθίζω ἐν δεξιός ὁ θεός
Hebrews	10	13	τὸ λοιπὸν ἐκδεχόμενος ἕως τεθῶσιν οἱ ἐχθροὶ αὐτοῦ ὑποπόδιον τῶν ποδῶν αὐτοῦ,	ὁ λοιπός ἐκδέχομαι ἕως τίθημι ὁ ἐχθρός αὐτός ὑποπόδιον ὁ πούς αὐτός
Hebrews	10	14	μιᾷ γὰρ προσφορᾷ τετελείωκεν εἰς τὸ διηνεκὲς τοὺς ἁγιαζομένους.	εἷς γάρ προσφορά τελειόω εἰς ὁ διηνεκής ὁ ἁγιάζω
Hebrews	10	15	μαρτυρεῖ δὲ ἡμῖν καὶ τὸ πνεῦμα τὸ ἅγιον, μετὰ γὰρ τὸ ⸀εἰρηκέναι·	μαρτυρέω δέ ἐγώ καί ὁ πνεῦμα ὁ ἅγιος μετά γάρ ὁ λέγω
Hebrews	10	16	Αὕτη ἡ διαθήκη ἣν διαθήσομαι πρὸς αὐτοὺς μετὰ τὰς ἡμέρας ἐκείνας, λέγει κύριος, διδοὺς νόμους μου ἐπὶ καρδίας αὐτῶν, καὶ ἐπὶ ⸂τὴν διάνοιαν⸃ αὐτῶν ἐπιγράψω αὐτούς,	οὗτος ὁ διαθήκη ὅς διατίθεμαι πρός αὐτός μετά ὁ ἡμέρα ἐκεῖνος λέγω κύριος δίδωμι νόμος ἐγώ ἐπί καρδία αὐτός καί ἐπί ὁ διάνοια αὐτός ἐπιγράφω αὐτός
Hebrews	10	17	⸀καὶ τῶν ἁμαρτιῶν αὐτῶν καὶ τῶν ἀνομιῶν αὐτῶν οὐ μὴ ⸀μνησθήσομαι ἔτι·	καί ὁ ἁμαρτία αὐτός καί ὁ ἀνομία αὐτός οὐ μή μιμνῄσκομαι ἔτι
Hebrews	10	18	ὅπου δὲ ἄφεσις τούτων, οὐκέτι προσφορὰ περὶ ἁμαρτίας.	ὅπου δέ ἄφεσις οὗτος οὐκέτι προσφορά περί ἁμαρτία
Hebrews	10	19	Ἔχοντες οὖν, ἀδελφοί, παρρησίαν εἰς τὴν εἴσοδον τῶν ἁγίων ἐν τῷ αἵματι Ἰησοῦ,	ἔχω οὖν ἀδελφός παρρησία εἰς ὁ εἴσοδος ὁ ἅγιος ἐν ὁ αἷμα Ἰησοῦς
Hebrews	10	20	ἣν ἐνεκαίνισεν ἡμῖν ὁδὸν πρόσφατον καὶ ζῶσαν διὰ τοῦ καταπετάσματος, τοῦτ’ ἔστιν τῆς σαρκὸς αὐτοῦ,	ὅς ἐγκαινίζω ἐγώ ὁδός πρόσφατος καί ζάω διά ὁ καταπέτασμα οὗτος εἰμί ὁ σάρξ αὐτός
Hebrews	10	21	καὶ ἱερέα μέγαν ἐπὶ τὸν οἶκον τοῦ θεοῦ,	καί ἱερεύς μέγας ἐπί ὁ οἶκος ὁ θεός
Hebrews	10	22	προσερχώμεθα μετὰ ἀληθινῆς καρδίας ἐν πληροφορίᾳ πίστεως, ῥεραντισμένοι τὰς καρδίας ἀπὸ συνειδήσεως πονηρᾶς καὶ λελουσμένοι τὸ σῶμα ὕδατι καθαρῷ·	προσέρχομαι μετά ἀληθινός καρδία ἐν πληροφορία πίστις ῥαντίζω ὁ καρδία ἀπό συνείδησις πονηρός καί λούω ὁ σῶμα ὕδωρ καθαρός
Hebrews	10	23	κατέχωμεν τὴν ὁμολογίαν τῆς ἐλπίδος ἀκλινῆ, πιστὸς γὰρ ὁ ἐπαγγειλάμενος·	κατέχω ὁ ὁμολογία ὁ ἐλπίς ἀκλινής πιστός γάρ ὁ ἐπαγγέλλομαι
Hebrews	10	24	καὶ κατανοῶμεν ἀλλήλους εἰς παροξυσμὸν ἀγάπης καὶ καλῶν ἔργων,	καί κατανοέω ἀλλήλων εἰς παροξυσμός ἀγάπη καί καλός ἔργον
Hebrews	10	25	μὴ ἐγκαταλείποντες τὴν ἐπισυναγωγὴν ἑαυτῶν, καθὼς ἔθος τισίν, ἀλλὰ παρακαλοῦντες, καὶ τοσούτῳ μᾶλλον ὅσῳ βλέπετε ἐγγίζουσαν τὴν ἡμέραν.	μή ἐγκαταλείπω ὁ ἐπισυναγωγή ἑαυτοῦ καθώς ἔθος τις ἀλλά παρακαλέω καί τοσοῦτος μᾶλλον ὅσος βλέπω ἐγγίζω ὁ ἡμέρα
Hebrews	10	26	Ἑκουσίως γὰρ ἁμαρτανόντων ἡμῶν μετὰ τὸ λαβεῖν τὴν ἐπίγνωσιν τῆς ἀληθείας, οὐκέτι περὶ ἁμαρτιῶν ἀπολείπεται θυσία,	ἑκουσίως γάρ ἁμαρτάνω ἐγώ μετά ὁ λαμβάνω ὁ ἐπίγνωσις ὁ ἀλήθεια οὐκέτι περί ἁμαρτία ἀπολείπω θυσία
Hebrews	10	27	φοβερὰ δέ τις ἐκδοχὴ κρίσεως καὶ πυρὸς ζῆλος ἐσθίειν μέλλοντος τοὺς ὑπεναντίους.	φοβερός δέ τις ἐκδοχή κρίσις καί πῦρ ζῆλος ἐσθίω μέλλω ὁ ὑπεναντίος
Hebrews	10	28	ἀθετήσας τις νόμον Μωϋσέως χωρὶς οἰκτιρμῶν ἐπὶ δυσὶν ἢ τρισὶν μάρτυσιν ἀποθνῄσκει·	ἀθετέω τις νόμος Μωϋσῆς χωρίς οἰκτιρμός ἐπί δύο ἤ τρεῖς μάρτυς ἀποθνῄσκω
Hebrews	10	29	πόσῳ δοκεῖτε χείρονος ἀξιωθήσεται τιμωρίας ὁ τὸν υἱὸν τοῦ θεοῦ καταπατήσας, καὶ τὸ αἷμα τῆς διαθήκης κοινὸν ἡγησάμενος ἐν ᾧ ἡγιάσθη, καὶ τὸ πνεῦμα τῆς χάριτος ἐνυβρίσας.	πόσος δοκέω χείρων ἀξιόω τιμωρία ὁ ὁ υἱός ὁ θεός καταπατέω καί ὁ αἷμα ὁ διαθήκη κοινός ἡγέομαι ἐν ὅς ἁγιάζω καί ὁ πνεῦμα ὁ χάρις ἐνυβρίζω
